"WEC Canvass Reporting System",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2016 General Election",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"PRESIDENT OF THE UNITED STATES",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","LIB",,"WGR","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND",
,"TOWN OF GILMANTON Ward 1",203,128,62,0,10,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GLENCOE Ward 1",232,165,64,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LINCOLN Ward 1",124,78,40,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF MAXVILLE Ward 1",177,129,37,1,5,,3,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF MILTON Ward 1",340,173,139,2,15,,4,0,0,0,2,0,0,0,0,0,0,0,5
,"TOWN OF MODENA Ward 1",162,90,66,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF MONDOVI Ward 1",251,157,82,1,5,,5,0,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MONTANA Ward 1",141,95,39,3,3,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF NAPLES Ward 1",368,241,102,3,20,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF NELSON Ward 1",317,210,88,1,11,,4,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF WAUMANDEE Ward 1",292,188,87,2,10,,2,1,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF COCHRANE Ward 1",201,105,82,2,8,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF NELSON Ward 1",174,88,63,1,12,,3,2,0,0,1,0,0,0,0,0,0,0,4
,"CITY OF ALMA Wards 1-2",420,225,173,3,6,,5,0,0,0,1,0,0,0,0,0,0,0,7
,"CITY OF BUFFALO CITY Ward 1",611,323,251,5,23,,6,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF FOUNTAIN CITY Ward 1-2",409,192,190,1,12,,5,0,0,0,4,0,0,0,0,0,0,0,5
,"CITY OF MONDOVI Wards 1-3","1,162",653,443,5,35,,9,1,0,0,5,0,0,0,0,0,0,0,11
,"County Totals:","6,981","4,048","2,525",37,218,,74,6,3,0,16,0,0,0,0,0,0,0,54
"BURNETT ","TOWN OF ANDERSON Ward 1",249,172,64,0,11,,1,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF BLAINE Ward 1",101,66,31,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF DANIELS Ward 1",375,251,102,5,11,,3,1,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF DEWEY Ward 1",279,166,94,4,12,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GRANTSBURG Ward 1-3",563,365,163,9,18,,6,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF JACKSON Ward 1",570,321,232,0,17,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LA FOLLETTE Ward 1-2",307,166,129,0,7,,3,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF LINCOLN Ward 1",172,123,45,0,2,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MEENON Ward 1-3",555,370,165,2,13,,5,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF OAKLAND Ward 1-2",575,312,243,0,11,,8,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ROOSEVELT Ward 1",109,73,32,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF RUSK Ward 1",245,163,76,0,4,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SAND LAKE Ward 1",286,157,118,1,6,,2,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF SCOTT Ward 1-2",406,221,171,2,10,,0,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF SIREN Ward 1-2",525,349,156,1,14,,4,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF SWISS Ward 1-2",427,215,189,2,13,,8,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF TRADE LAKE Ward 1-2",506,331,152,4,13,,2,1,1,0,2,0,0,0,0,0,0,0,0
,"TOWN OF UNION Ward 1",204,126,75,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WEBB LAKE Ward 1",282,172,99,1,8,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WEST MARSHLAND Ward 1-2",195,143,42,3,6,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WOOD RIVER Ward 1-3",517,360,126,10,15,,5,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF GRANTSBURG Ward 1-3",609,378,196,3,19,,4,1,0,0,6,0,0,2,0,0,0,0,0
,"VILLAGE OF SIREN Wards 1-2",358,218,127,0,11,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF WEBSTER Wards 1-2",323,192,122,0,7,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"County Totals:","8,738","5,410","2,949",48,236,,67,7,1,0,18,0,0,2,0,0,0,0,0
"CALUMET ","TOWN OF BRILLION Wards 1-2",822,568,195,13,35,,9,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF BROTHERTOWN Wards 1-2",734,526,186,3,14,,2,0,0,0,3,0,0,0,0,0,0,0,0
,"TOWN OF CHARLESTOWN Ward 1",460,315,123,1,13,,4,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF CHILTON Wards 1-3",640,449,150,5,23,,8,1,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF HARRISON Wards 7-8,10-12",304,153,118,7,20,,2,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF NEW HOLSTEIN Wards 1-3",797,517,234,8,25,,6,1,1,0,5,0,0,0,0,0,0,0,0
,"TOWN OF RANTOUL Ward 1",417,312,87,3,9,,4,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF STOCKBRIDGE Wards 1-3",923,629,260,6,22,,4,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF WOODVILLE Ward 1",501,357,111,4,22,,5,1,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Wards 3-4","1,119",654,406,8,44,,6,0,1,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Wards 5-6,10","1,170",658,446,4,50,,11,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Wards 7-9,14","1,181",662,429,8,65,,8,0,2,0,7,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Wards 11-13","1,597",929,582,4,61,,9,0,0,0,11,1,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Ward 15",170,122,43,0,4,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Ward 16",300,178,99,1,19,,2,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Ward 17",7,4,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF HARRISON Ward 18",357,178,154,2,17,,2,0,0,0,4,0,0,0,0,0,0,0,0
,"VILLAGE OF HILBERT Ward 1-2",532,380,118,2,25,,6,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF POTTER Ward 1",146,109,24,1,7,,2,0,1,0,2,0,0,0,0,0,0,0,0
,"VILLAGE OF SHERWOOD Wards 1-5","1,818","1,034",683,14,64,,12,1,0,0,9,1,0,0,0,0,0,0,0
,"VILLAGE OF STOCKBRIDGE Ward 1",395,237,137,3,15,,2,0,0,0,1,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 12",322,154,151,1,11,,2,0,1,0,2,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 13",939,423,445,6,55,,5,2,1,0,2,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 14",786,388,361,4,24,,4,0,1,0,4,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 26","1,096",502,488,6,67,,14,4,0,0,12,3,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 44","1,087",523,486,9,46,,16,0,1,0,6,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 45","1,254",564,611,11,55,,8,0,0,0,5,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 46",95,47,45,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF APPLETON Ward 47",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF BRILLION Ward 1-4","1,567",985,501,7,54,,15,0,0,0,5,0,0,0,0,0,0,0,0
,"CITY OF CHILTON Ward 1-5","1,790","1,055",637,7,69,,14,1,1,0,6,0,0,0,0,0,0,0,0
,"CITY OF KAUKAUNA Ward 11",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF KIEL Ward 7",136,80,53,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MENASHA Wards 16-20","1,515",763,662,12,56,,10,1,0,0,11,0,0,0,0,0,0,0,0
,"CITY OF NEW HOLSTEIN Wards 1-5","1,618",912,614,10,59,,10,1,0,0,12,0,0,0,0,0,0,0,0
,"County Totals:","26,595","15,367","9,642",171,"1,054",,204,13,10,0,129,5,0,0,0,0,0,0,0
"CHIPPEWA ","TOWN OF ANSON Wards 1-3","1,279",757,440,4,65,,5,2,0,0,4,0,0,0,0,2,0,0,0
,"TOWN OF ANSON Ward 4",2,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ARTHUR Ward 1",364,257,92,2,10,,2,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF AUBURN Ward 1",360,220,115,2,18,,5,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF BIRCH CREEK Ward 1",313,191,116,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF BLOOMER Wards 1-2",551,384,145,2,15,,3,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF CLEVELAND Ward 1",453,318,117,1,15,,1,0,0,0,0,0,0,1,0,0,0,0,0
,"TOWN OF COLBURN Ward 1",414,295,108,1,6,,2,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF COOKS VALLEY Ward 1",388,267,107,0,14,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF DELMAR Ward 1",439,299,120,1,17,,1,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF EAGLE POINT Wards 1-5","1,907","1,136",691,10,55,,11,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF EDSON Wards 1-2",424,264,146,0,12,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ESTELLA Ward 1",227,162,59,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GOETZ Wards 1-2",417,251,148,5,12,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GOETZ Ward 3",9,7,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF HALLIE Ward 1",98,43,48,0,4,,2,0,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF HOWARD Ward 1",416,245,134,6,28,,2,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF LAFAYETTE Wards 1-9","3,438","1,880","1,379",13,142,,24,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LAKE HOLCOMBE Wards 1-2",581,397,171,0,10,,1,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF RUBY Ward 1",221,158,57,1,4,,0,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF SAMPSON Ward 1",503,344,133,4,15,,2,0,0,0,5,0,0,0,0,0,0,0,0
,"TOWN OF SIGEL Wards 1-2",509,308,179,4,15,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF TILDEN Wards 1-3",865,521,303,5,30,,3,0,0,0,2,1,0,0,0,0,0,0,0
,"TOWN OF WHEATON Wards 1-3","1,568",874,615,11,52,,14,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF WOODMOHR Wards 1-2",568,363,173,10,15,,6,1,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF BOYD Ward 1",289,162,109,2,12,,2,1,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF CADOTT Wards 1-3",611,346,234,4,23,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF LAKE HALLIE Wards 1-8","3,452","1,836","1,391",17,163,,29,1,3,0,12,0,0,0,0,0,0,0,0
,"VILLAGE OF NEW AUBURN Ward 1",211,152,46,0,12,,0,0,0,0,1,0,0,0,0,0,0,0,0
,"CITY OF BLOOMER Wards 1-4","1,749","1,092",577,10,52,,11,3,0,0,3,1,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 1",870,433,377,4,45,,9,0,1,0,1,0,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 2","1,025",473,471,7,57,,12,1,1,0,3,0,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 3","1,083",512,504,8,42,,8,2,0,0,7,0,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 3A",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 4",786,340,379,1,43,,13,2,1,0,6,1,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 5",837,375,371,12,54,,20,1,0,0,4,0,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 6",847,415,370,5,36,,19,0,1,0,1,0,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 7",949,434,462,3,32,,8,0,1,4,4,1,0,0,0,0,0,0,0
,"CITY OF CHIPPEWA FALLS Ward 7A",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF CORNELL Wards 1-4",644,415,207,2,14,,5,0,0,0,1,0,0,0,0,0,0,0,0
,"CITY OF EAU CLAIRE Ward 16",909,417,427,7,40,,17,0,1,0,0,0,0,0,0,0,0,0,0
,"CITY OF EAU CLAIRE Ward 40",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF EAU CLAIRE Ward 41",76,32,36,3,5,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF STANLEY Wards 1-4,6-7",916,540,327,5,27,,17,0,0,0,0,0,0,0,0,0,0,0,0
,"County Totals:","31,568","17,916","11,887",175,"1,219",,264,16,10,4,70,4,0,1,0,2,0,0,0
"CLARK ","TOWN OF BEAVER Ward 1",255,177,66,2,7,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF BUTLER Ward 1",51,36,14,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF COLBY Wards 1-3",271,177,76,2,10,,0,0,0,0,5,0,0,0,0,0,0,0,1
,"TOWN OF DEWHURST Ward 1",205,127,66,0,5,,2,0,0,0,1,0,0,0,0,0,0,0,4
,"TOWN OF EATON Wards 1-2",244,168,60,5,10,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF FOSTER Ward 1",76,53,20,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF FREMONT Wards 1-2",503,348,121,6,19,,4,1,1,0,3,0,0,0,0,0,0,0,0
,"TOWN OF GRANT Wards 1-2",393,266,103,1,16,,5,0,1,0,0,0,0,0,0,0,0,0,1
,"TOWN OF GREEN GROVE Wards 1-2",223,147,62,1,9,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF HENDREN Ward 1",190,116,63,1,5,,2,1,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF HEWETT Wards 1-2",174,109,54,3,7,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF HIXON Wards 1-2",210,133,69,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF HOARD Wards 1-2",239,164,71,0,2,,1,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF LEVIS Wards 1-2",227,156,61,0,4,,5,0,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LONGWOOD Wards 1-2",228,141,68,3,11,,1,0,1,0,3,0,0,0,0,0,0,0,0
,"TOWN OF LOYAL Wards 1-2",252,189,48,1,12,,0,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF LYNN Wards 1-2",255,162,75,2,12,,1,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF MAYVILLE Wards 1-2",353,235,100,2,12,,1,1,1,0,0,0,0,0,0,0,0,0,1
,"TOWN OF MEAD Ward 1",148,89,45,0,7,,0,1,0,0,1,0,0,0,0,0,0,0,5
,"TOWN OF MENTOR Ward 1",246,147,78,1,15,,2,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF PINE VALLEY Wards 1-2",629,400,205,1,13,,5,0,2,0,1,0,0,0,0,0,0,0,2
,"TOWN OF RESEBURG Wards 1-2",187,109,72,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SEIF Ward 1",102,62,34,0,4,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SHERMAN Wards 1-2",326,229,81,2,9,,1,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF SHERWOOD Ward 1",150,72,68,1,7,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF THORP Ward 1",305,193,101,0,5,,2,0,1,0,2,0,0,0,0,0,0,0,1
,"TOWN OF UNITY Ward 1",307,216,72,2,11,,4,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF WARNER Wards 1-2",235,167,62,1,2,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF WASHBURN Ward 1",146,108,32,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WESTON Wards 1-2",307,196,100,2,8,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WITHEE Ward 1",283,191,78,5,6,,0,2,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF WORDEN Ward 1",233,165,55,4,5,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF YORK Wards 1-2",344,222,100,4,12,,3,2,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF CURTISS Ward 1",47,32,12,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF DORCHESTER Ward 1",300,197,79,4,14,,1,0,0,0,0,0,0,0,0,0,0,0,5
,"VILLAGE OF GRANTON Ward 1",179,112,55,0,8,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF UNITY Ward 2",75,61,9,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF WITHEE Ward 1",246,156,71,2,8,,3,3,0,0,2,0,0,0,0,0,0,0,1
,"CITY OF ABBOTSFORD Wards 2-5",640,373,232,4,16,,7,0,0,0,4,0,0,0,0,0,0,0,4
,"CITY OF COLBY Wards 2-4",547,339,169,2,22,,4,0,0,0,5,0,0,0,0,0,0,0,6
,"CITY OF GREENWOOD Wards 1-2",530,285,203,5,22,,7,1,0,0,3,0,0,0,0,0,0,0,4
,"CITY OF LOYAL Wards 1-2",565,358,177,5,18,,4,0,0,0,2,0,0,0,0,0,0,0,1
,"CITY OF NEILLSVILLE Ward 1",198,109,77,0,3,,4,1,0,0,1,0,0,0,0,0,0,0,3
,"CITY OF NEILLSVILLE Ward 2",283,155,106,2,10,,3,2,1,0,1,0,0,0,0,0,0,0,3
,"CITY OF NEILLSVILLE Ward 3",283,155,116,1,7,,2,0,0,0,1,0,0,0,0,0,0,0,1
,"CITY OF NEILLSVILLE Ward 4",174,109,55,0,5,,3,0,0,0,2,0,0,0,0,0,0,0,0
,"CITY OF NEILLSVILLE Ward 5",129,67,55,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF OWEN Wards 1-3",435,220,174,7,28,,5,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF STANLEY Ward 5",2,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF STANLEY Ward 8",6,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,4
,"CITY OF THORP Wards 1-4",737,453,250,9,22,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"County Totals:","13,673","8,652","4,221",97,455,,109,18,9,0,46,0,0,0,0,0,0,0,66
"COLUMBIA ","TOWN OF ARLINGTON Ward 1",468,238,203,1,20,,2,0,0,0,0,0,0,0,0,0,0,0,4
,"TOWN OF CALEDONIA Wards 1-2",878,369,454,3,30,,13,0,0,0,1,0,0,0,0,0,0,0,8
,"TOWN OF COLUMBUS Ward 1",375,206,134,7,17,,2,0,0,0,5,0,0,0,0,0,0,0,4
,"TOWN OF COURTLAND Ward 1",253,173,66,1,9,,0,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF DEKORRA Wards 1-3","1,392",700,616,4,42,,18,0,0,0,0,0,0,0,0,0,0,0,12
,"TOWN OF FORT WINNEBAGO Ward 1",511,303,185,0,17,,3,1,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF FOUNTAIN PRAIRIE Wards 1-2",508,245,228,3,18,,2,1,0,0,5,0,0,0,0,0,0,0,6
,"TOWN OF HAMPDEN Ward 1",358,193,147,1,11,,1,0,1,0,0,0,0,0,0,0,0,0,4
,"TOWN OF LEEDS Wards 1-2",476,239,195,3,23,,7,1,0,0,2,0,0,0,0,0,0,0,6
,"TOWN OF LEWISTON Wards 1-2",686,343,305,5,18,,6,1,0,0,1,0,0,0,0,0,0,0,7
,"TOWN OF LODI Wards 1-5","2,000",961,905,10,71,,21,0,0,0,11,0,0,0,0,0,0,0,21
,"TOWN OF LOWVILLE Wards 1-2",622,321,268,5,18,,4,0,0,0,1,0,0,0,0,0,0,0,5
,"TOWN OF MARCELLON Wards 1-2",517,291,202,7,8,,3,0,0,0,4,0,0,0,0,0,0,0,2
,"TOWN OF NEWPORT Ward 1",391,216,149,0,13,,7,0,0,0,1,0,0,2,0,0,0,0,3
,"TOWN OF OTSEGO Ward 1",398,209,159,0,22,,4,0,1,0,1,0,0,0,0,0,0,0,2
,"TOWN OF PACIFIC Wards 1-4","1,598",848,685,2,40,,6,0,1,0,5,0,0,0,0,0,0,0,11
,"TOWN OF RANDOLPH Ward 1",417,323,78,1,5,,2,0,1,0,0,0,0,0,0,2,0,0,5
,"TOWN OF SCOTT Ward 1",339,188,118,2,23,,3,1,0,0,0,0,0,0,0,0,0,0,4
,"TOWN OF SPRINGVALE Wards 1-2",309,180,120,1,3,,3,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF WEST POINT Wards 1-3","1,277",556,645,4,44,,7,0,1,0,5,0,0,0,0,0,0,0,15
,"TOWN OF WYOCENA Wards 1-2",956,487,422,2,27,,4,0,0,0,3,0,0,0,0,0,0,0,11
,"VILLAGE OF ARLINGTON Ward 1",471,227,215,4,14,,6,0,0,0,2,0,0,0,0,0,0,0,3
,"VILLAGE OF CAMBRIA Ward 1",368,175,161,6,12,,8,1,0,0,3,0,0,0,0,0,0,0,2
,"VILLAGE OF DOYLESTOWN Ward 1",139,61,63,0,10,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF FALL RIVER Wards 1-2",804,396,346,3,29,,12,2,1,0,2,0,0,0,0,0,0,0,13
,"VILLAGE OF FRIESLAND Ward 1",163,114,37,2,5,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF PARDEEVILLE Ward 1-3","1,029",523,437,14,29,,14,0,0,0,5,0,0,0,0,0,0,0,7
,"VILLAGE OF POYNETTE Ward 1-4","1,240",530,621,6,51,,14,0,0,0,2,0,0,0,0,0,0,0,16
,"VILLAGE OF RANDOLPH Ward 3",239,154,64,1,14,,3,0,0,0,1,0,0,0,0,0,0,0,2
,"VILLAGE OF RIO Ward 1-2",556,246,250,2,26,,17,1,0,0,5,0,0,0,0,0,0,0,9
,"VILLAGE OF WYOCENA Ward 1",333,172,129,2,18,,9,0,0,0,1,0,0,0,0,0,0,0,2
,"CITY OF COLUMBUS Wards 1-8","2,709","1,089","1,381",12,130,,47,3,0,0,18,2,0,0,0,1,0,0,26
,"CITY OF COLUMBUS Ward 10",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF LODI Wards 1-6","1,752",641,998,4,68,,12,1,1,0,8,0,0,0,0,0,0,0,19
,"CITY OF PORTAGE Wards 1,9-10","1,371",610,653,8,57,,20,1,0,0,6,0,0,0,0,0,0,0,16
,"CITY OF PORTAGE Wards 2-3,5","1,336",518,707,7,61,,22,0,2,0,0,0,0,0,0,0,0,0,19
,"CITY OF PORTAGE Wards 4,6-8","1,345",582,673,4,58,,16,0,1,0,2,0,0,0,0,0,0,0,9
,"CITY OF WISCONSIN DELLS Wards 1-3,6","1,114",536,509,1,31,,22,1,0,0,5,0,0,0,0,0,0,0,9
,"CITY OF WISCONSIN DELLS Ward 11",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"County Totals:","29,698","14,163","13,528",138,"1,092",,346,15,10,0,108,2,0,2,0,3,0,0,291
"CRAWFORD ","TOWN OF BRIDGEPORT Ward 1",548,295,220,3,22,,1,0,0,0,3,0,0,0,0,0,0,0,4
,"TOWN OF CLAYTON Wards 1-3",463,199,231,3,18,,8,1,1,0,0,0,0,0,0,0,0,0,2
,"TOWN OF EASTMAN Wards 1-2",405,238,141,2,14,,7,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF FREEMAN Ward 1",420,208,183,4,20,,3,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF HANEY Ward 1",165,72,83,1,9,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MARIETTA Ward 1",261,156,87,2,11,,1,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF PRAIRIE DU CHIEN Wards 1-2",476,268,178,2,18,,5,2,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF SCOTT Ward 1",241,113,114,2,6,,3,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF SENECA Ward 1",451,238,191,0,17,,0,1,1,0,0,0,0,0,0,0,0,0,3
,"TOWN OF UTICA Ward 1",337,135,173,5,13,,6,0,0,0,3,0,0,0,0,0,0,0,2
,"TOWN OF WAUZEKA Wards 1-2",206,119,72,1,11,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF BELL CENTER Ward 1",46,19,16,1,3,,5,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF DE SOTO Ward 2",47,18,29,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF EASTMAN Ward 1",177,111,55,0,9,,0,0,1,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF FERRYVILLE Ward 1",126,52,70,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF GAYS MILLS Ward 1",229,95,119,1,11,,1,0,0,0,1,0,0,0,0,0,0,0,1
